"light_index","x","y","z"
77,-73.47590255902563,379.703471084998,18.444776817320307
78,-75.22098152714966,379.8004412972085,7.841525151728418
79,-75.29192439878095,395.22729479980393,5.202750441328771
80,-81.58237272206848,426.3353201914826,-14.986858941996733
81,-72.8059304280876,427.43288965803197,-24.664064262564086
82,-82.9767936040561,416.331933844739,-39.87218341115506
83,-54.28766507553321,429.3767709779584,-51.409121242963835
84,-53.73047795664225,431.1301389769343,-62.70302892327812
85,-42.57503473800403,431.77357018467046,-73.42304758676053
86,-24.285723179748725,432.0000250963472,-73.863091617195
87,-10.924011868117965,430.95894556765523,-92.55609041858457
88,1.6964655860694313,430.6405639452027,-82.79962518204577
89,15.553303104137346,431.30687021575665,-93.39242871908047
90,16.205156055820385,431.8873131501287,-76.81156546469325
91,39.52115758547157,432.0997451002943,-91.152943316987
92,42.32391055358262,431.65627625036416,-67.1560669072036
93,71.23265442661179,430.34345168983975,-81.69265533100864
94,76.08226349472521,430.6045025163485,-65.08869157451377
95,57.90274232810977,431.5985030684875,-54.33972625921825
96,59.04035508024971,431.2940570860701,-29.454395404611443
97,53.279283800192246,431.4477256637033,-21.426663756445482
98,33.63714090076895,430.7475876739751,-4.4235214036732975
99,22.156229993929877,430.0633060562687,0.34337277575596725
100,32.11992795609933,405.0256466381137,23.09384172125724
101,-22.343123747847176,422.2354575428175,17.172474417537405
102,-40.75313840998893,431.9153586456015,24.667489611735245
103,-50.60961801257652,431.19662312068647,2.793647004059586
104,-57.538895305235364,431.40062605935384,25.87873345726145
105,-70.00420401226947,431.9040325720979,-2.9977812278806892
106,-85.82011134853992,431.3472616208967,-10.022907003510106
107,-110.89585967603698,430.9933450184903,-8.518081490390824
108,-86.48171351742575,431.65759245525373,14.796026260721574
109,-83.4165440815558,432.3643593956257,31.251673054551453
110,-79.81793787348961,432.3602795996866,50.48996391883657
111,-72.67356127005273,431.6091311722895,62.16990919137053
112,-74.55211121351583,409.29080939085657,69.35255041744273
113,-42.499140276192705,430.7269585825573,70.1238045425579
114,-33.721702375488874,430.6943109910528,82.15660344689876
115,-18.95085003628889,425.5276440811509,70.40843055075644
116,-12.127879416868517,429.9594154043031,83.53669795724923
117,-5.466007288635398,389.31355087673796,98.46295733494023
118,12.393706591173908,401.1567724398664,71.04038271915996
119,30.043201580022725,414.94058774450565,68.9297205737027
120,39.88601861758097,387.89454878888216,74.01987296505492
121,46.24758136320209,403.24646740551134,51.85423454385611
122,63.596568242054445,361.2362012222431,56.49480296943294
123,64.16325207557624,357.71006801906583,41.23953530784109
124,63.28478072679802,353.35780064973846,27.35057750311012
125,66.06918235373179,343.80287501477017,14.57243320434748
126,70.20486127790673,330.7286493245937,-1.6071544590542763
127,53.845746229188634,325.8491879694204,-8.27980526000582
128,57.17101384738099,314.31520213981236,-17.521245615653108
129,37.23514269564442,302.9591825884369,-22.495633010751202
130,45.16176483722567,294.96800665630843,-35.290607022912496
131,22.49884742901,286.2556418332303,-29.374615429458014
132,10.077803404084484,278.19705545853805,-33.614750477447416
133,-3.517121341680766,259.75351814880827,-45.09703566489243
134,6.012615915608641,253.6573143617375,-28.899552107480698
135,-12.162300209543545,241.3668270783692,-33.83154749852962
136,-22.026798669221893,229.19496936620502,-22.569155197072885
137,-25.626349223519156,214.86320214353822,-22.199580993762062
138,-26.059070353173343,206.86114939919176,-19.23662361623132
139,-31.853356658000102,197.2162901195167,-0.6470566693728512
140,-28.90317443666445,175.37109405997828,-2.540099896820939
141,-22.218763432135162,166.03442515195073,-4.218690274576123
142,-17.985300067394107,151.78488463411296,13.549930317895
143,-3.6803617503954436,143.02253461313038,28.322739224293787
144,-3.489680559537692,123.03573266035673,19.921344503505523
145,-21.9400723366823,120.39947400446242,-1.2093041642481261
146,18.8820698458453,107.69520433117111,0.1026720073846259
147,12.1339895373679,82.92668253776351,10.327324818968902
148,12.740259211888965,68.46873449917786,-2.090300681239115
149,0.18478162197879855,64.56345283594186,-10.460443720897093
150,-8.145483454607108,63.684040438953446,7.353930765328413
151,-0.7685004027056982,63.64453705779622,11.699530361212027
152,-6.969944334558085,68.0657395622815,-14.267154771654594
153,-2.171829574395781,66.05325625344364,-8.265335860867589
154,10.787172619222192,80.62213494987614,5.508611817515353
155,13.321604792600667,102.64868725804732,-3.1160925429363555
156,10.339056510915885,110.01959861560002,12.308148479247984
157,17.09935702304464,123.86414084438444,13.881802496343925
158,2.484974534115243,142.0354841145099,15.276570797251441
159,27.107266375034484,163.44817671384203,6.44671281984573
160,8.906050245992343,170.74580329753468,30.137071100179945
161,5.2630177036002905,179.90631365493468,35.269879719266605
162,7.939499837557738,197.09147313053597,30.012282075947773
163,-14.919051145261841,207.79574815334996,35.76453676202083
164,-9.541759968008062,222.51546296425937,36.02850878984238
165,-24.97048473103697,234.98314112531872,40.379481601160165
166,-25.53764197215706,250.12186295498674,26.75842508973915
167,-33.76084727693944,263.1773739177771,26.02426822120849
168,-44.2524740822763,276.69656376784394,18.472400736108696
169,-47.55454288823034,284.94007330938405,-0.9782488578196211
170,-49.641897115550336,299.5786794014823,-5.343931014550849
171,-52.9630254867893,316.51526661773886,-4.319691915667443
172,-56.608175966154235,329.18817139029414,-18.491423561096465
173,-51.34657433793166,340.0769687902374,-27.76745542577673
174,-60.0541795599377,345.7527500557793,-46.262051273014364
175,-39.694292834280844,360.37358126798733,-54.06932317011245
176,-29.517774568300158,365.3421937242913,-65.58905596827908
177,-6.320585605344478,366.31058581615207,-65.14918295714617
178,-3.0383841782624046,392.32933039883056,-61.66347819440615
179,5.824688170991805,393.1613961841371,-77.43997587375165
180,10.038730908425293,415.13331319832736,-62.967088246095685
181,22.09543705931094,429.4797377840353,-81.65826681396004
182,45.53229675094009,428.7807455218058,-72.5349500948175
183,59.84914683903718,429.43217177987975,-51.49845355889086
184,82.70263665850494,424.22070275144085,-60.629943869411434
185,82.24686941605754,431.5981505501907,-48.8852854581539
186,75.47858255002325,431.53805626538093,-26.692183229222593
187,80.90356468865491,431.16260653369125,-14.835549106535442
188,89.54613238223749,431.6931063358388,-1.0524046902957975
189,87.63909717948441,431.34734465501447,2.9508367537033724
190,103.24486960583906,432.2343883313826,27.786540231952984
191,78.70569668172928,431.9155569085739,26.96899874957549
192,96.01143365712397,431.967526830169,52.65995629951925
193,69.18885575102948,431.52453222076775,54.32136747551538
194,80.2790601820098,427.15177813238876,82.63849944246711
195,55.16184232932633,431.4240956977999,71.24408646528937
196,42.35800650316655,431.5983609269343,55.64611525710626
197,36.48510796595157,431.86841024865777,44.32914459553958
198,39.51936148147395,431.2851425479337,19.09396628770194
199,19.67945141465793,430.72395607175145,41.950598170111256
200,18.696675652972083,430.4446920410904,9.81729665161716
201,-25.041578296919567,432.1688845971015,18.85081449474413
202,-24.814429519142255,431.4303733745629,43.83690064075859
203,-1.6708806845863284,432.2227389915421,57.900916082529974
204,3.841636801108244,405.2121112512315,77.06173619458158
205,6.933524672909898,431.08270751954666,93.19692418714881
206,-14.75393332606777,431.9980112432497,101.64556773339157
207,12.62817706133554,432.2382447957277,125.36106134999278
208,15.32722893669224,432.06127879590355,92.71841934831957
209,26.84269586214525,431.85747865151865,86.7808275221287
210,42.63074430471179,430.6043902235002,99.52322053229688
211,48.96461241540107,431.60533457085023,73.87312146226199
212,75.54852411364017,430.62214860491906,90.15045409028266
213,68.34206070405418,415.92509497879087,66.34034697291963
214,86.12639351579753,430.5572875937074,59.73799452754067
215,71.06740229914712,429.74734835295106,30.12284553384903
216,84.75895869684638,430.30986601717746,24.44481205344042
217,105.67147754883592,415.9862524397115,15.148184576172243
218,89.69290654191431,430.16853661952547,-11.386122962676202
219,80.63270669887632,429.06418130553556,-20.058924497477264
220,87.2928983215152,414.7707576400416,-32.97340123895935
221,58.528413850558636,400.4630693121983,-38.77497626638844
222,55.57022494149991,384.8257316575924,-49.12576645485225
223,39.37547412404005,384.2204529481513,-59.71157604009891
224,40.25319577256648,363.91906964946156,-60.94211080651015
225,17.860723749312818,363.38022085303857,-53.96141652670015
226,13.539557474264184,353.2160736875396,-64.67489026793697
227,0.29047695633081516,339.74561607594774,-66.44072133291458
228,-12.069876621744566,331.7690350274725,-48.82078174274201
229,-31.089724718849503,307.68041879177144,-51.014330840376665
230,-28.864191153984528,310.03100435448783,-33.713973076459794
231,-45.006704784016534,297.4308358976345,-31.897478596325843
232,-36.62655675039776,285.10663505120027,-15.422858852870256
233,-40.69491689621645,278.2563105166167,-6.439937692944627
234,-52.596416235444565,262.3855168366524,0.17127284017017597
235,-31.21681206092073,251.24392510259213,0.8659984677313165
236,-30.00727736709254,239.66222553987353,11.58765217814665
237,-35.66949611235234,219.83839204872316,9.004096052017402
238,-18.244295434011242,210.7479208942386,15.50270129860233
239,-7.167041586527342,192.41631889765569,35.47787674497449
240,-16.273918146778755,177.2213163422588,27.52524665401894
241,0.4834482997622571,165.96731435199504,22.46615926255548
242,12.776033528663971,156.31175863133856,29.074373152638735
243,6.288681197722644,136.30662467457233,7.819936272045318
244,11.284471892169215,123.41158561426886,3.5531007953224836
245,16.893026027678587,108.18637420977329,-1.1111815313365756
246,2.451522749081581,104.4073130983955,-10.88394436756065
247,-6.9198916252036184,83.24682483418839,-2.775329388662472
248,-10.717303635102816,84.80737474445431,7.939115411487022
249,-13.751336639341735,64.71075272773199,0.8491489875611045
250,4.996997133709964,60.07118146361266,13.977819329791178
251,13.8846354729594,53.83480118228747,-2.51269071569638
252,-9.333715703048554,66.56908140739922,10.296216455926722
253,-4.644702106360413,61.52432006983199,-2.4495382547750704
254,-7.813366879778697,85.01154661407527,-0.43701203133769856
255,-5.317655715599992,93.38684264611788,-8.36681226116754
256,12.239452599449393,109.31796284689568,-11.162269839958674
257,15.649396949064524,119.5045908844371,6.305105064005067
258,20.70138814584971,145.12808687217878,-13.809035626719403
259,16.792833814103318,155.33185852002117,0.6496715318817312
260,24.621755535857936,167.7099559561688,19.54328011652016
261,24.123159026226556,188.25879764151014,19.32086800645906
262,15.75257890263395,186.1004501011964,27.98698323849947
263,11.724077307879767,209.83705756051418,23.30508528156577
264,3.516083699589424,211.37038706133347,29.151429788826277
265,7.96401543842843,233.5411653598813,32.58500742025169
266,-3.797543749749145,245.76862365384144,49.54230267578896
267,-6.637892172752523,258.06836695635866,47.691423734204804
268,-21.980117431333838,263.963801825541,50.59997838743522
269,-38.66826378192092,272.4606318500454,36.658921428737465
270,-35.960225938639894,298.0634057793754,49.563625257537524
271,-44.37024766236713,308.8273878744077,39.21085492539158
272,-46.61027132767517,321.4095480768407,30.922456051957912
273,-49.62001718295895,327.95848189159585,15.04673002347802
274,-63.691457109947386,344.10787110330745,11.437503661197546
275,-76.51846450358634,348.2845128669276,-3.331845647278465
276,-61.29756281814315,359.2776655221426,-11.498821256481307
277,-72.11431859473984,364.38431311303026,-27.22310471330568
278,-67.59698763054732,390.4462935727722,-32.0942718340757
279,-50.62526710847622,390.682387670019,-47.87485019924895
280,-60.07402935899999,418.7766141775755,-51.5515108059567
281,-44.04144523950494,416.43555591959927,-80.66562364207839
282,-41.5554448571202,420.7041242107034,-64.96822333310946
283,-5.892134806963981,425.3892148441181,-61.10327230710014
284,-3.30163653518179,410.53802271471926,-92.926620658556
285,11.382856007139981,431.28513627799344,-81.01810080858152
286,22.22865680856948,431.4492907929296,-72.09322241099505
287,39.366630810262116,431.7462652705929,-66.88507011340458
288,55.9222298014014,405.1615032190873,-75.80773325662413
289,75.1673138108057,428.09531935749385,-78.67820681655401
290,81.30337105097567,431.4540659908543,-50.76318230337714
291,72.85698713352646,431.54655509239467,-35.02368398646922
292,97.18771072016828,431.34728046280054,-27.685971655126025
293,105.84767327196367,431.376705615996,-14.115378017692105
294,112.09251553085149,430.37735472720703,11.374215422070163
295,79.73311216186025,432.19068349436526,15.104856620587674
296,67.51998063422796,431.5839273388291,-8.344896723432923
297,50.2946659728515,431.10197941619697,-8.577566302963085
298,46.6930615609519,431.1298002384244,21.402971595953062
299,34.7860353697141,431.08952445422375,21.887983086751944
300,18.12481825025419,430.35280329703073,-1.2333247020389326
301,-6.895223853662143,423.48362457420717,30.49924322186143
302,-14.589073547666478,431.4532594717183,43.416746553049066
303,-21.62541160662939,431.42719964928847,51.010376398407274
304,-34.6181641879846,431.52074124681275,60.26711896972122
305,-57.511908399278816,431.90224141684087,42.037366749102084
306,-54.64233497656167,432.4326463347673,70.46834724118186
307,-79.8477514228042,432.1185231418562,68.34904240472963
308,-59.49645679940218,432.04407804442246,70.48415849700767
309,-47.92756416384985,430.65169005105554,97.3183173310241
310,-30.321853248860446,432.13543904317396,81.20808028086171
311,-14.629463472271123,432.5370470945339,92.116638905201
312,-3.6793395774717643,431.3878663741831,104.70719436054547
313,-3.8832460320982225,430.70142340102154,95.05172947176747
314,12.311822522601908,431.1323159745201,94.07012263697744
315,33.06705426384934,430.7715810766557,74.8075420374579
316,43.89050337745877,431.2590281297511,82.41840641701252
317,64.80288836433375,429.5959265817515,74.41229103616598
318,69.03560964292981,429.9651057949529,54.45293311249401
319,56.99637840331013,427.6739183252457,43.45896660638036
320,78.29176237122377,387.48309271274496,42.71556636900915
321,72.35783123299926,392.52871565136655,17.96193834281476
322,78.02379732083008,370.20631074757074,21.206493071926435
323,80.17382298390342,358.1843627327129,-3.802195676171957
324,60.56063999077854,356.92676742672995,-7.311730144055145
325,60.398218219073556,352.6852231809584,-22.94170376799834
326,56.03429041075175,339.7570893941278,-34.107701436232674
327,49.2633952725893,328.39095216282715,-45.531822298501154
328,30.6716480825044,326.5128642081854,-46.24736524707987
329,12.199727934796655,315.5223968325079,-49.592917671840354
330,4.851519666293935,302.7055016725244,-42.76132845983548
331,-8.829677069390401,296.47349695732925,-37.08301405788204
332,-18.643525644935277,287.05071892892397,-39.92446253062301
333,-26.67884752985831,273.53506132668014,-30.95876882773225
334,-36.724551927172016,255.90471604267756,-24.538670622444204
335,-35.55901633026835,242.62900326569928,-20.083349835865924
336,-38.28664610457611,231.05424995806914,-13.00055930054226
337,-32.92037486389836,220.3654787902825,6.57912216577528
338,-31.75518454413723,203.32908124318953,-5.197886869685251
339,-30.173246796726072,187.1701950548822,7.517866293220875
340,-24.74000732214588,178.19960726972766,15.568560415257643
341,-3.9618729257638323,174.36565621158752,31.775743047222527
342,-3.9716418526497232,150.16881532070337,22.334959190721026
343,-2.116009477745032,138.03636680397364,22.88475838269722
344,-1.109149396809663,125.42433674872554,22.815064297237853
345,7.072036216042477,109.37918491579839,19.842358277880425
346,11.178304131071679,98.38122911824374,-1.1918395549687708
347,5.130859397076428,96.28137304689591,-13.596126136287607
348,4.75898649686607,69.16066680110035,-9.324062103424925
349,-2.6424315287415245,50.180557001785175,-7.865814332255463
350,5.217279446604507,56.37965571722883,-18.804550573111932
351,-2.7680967732448543,53.28221120075706,-11.759943926976796
352,20.102782713346883,65.70642071701822,7.280904815876496
353,-0.027057991735367715,80.57233514542735,19.07344722989021
354,5.3159874730910275,83.13930231482449,12.378181385200168
355,-4.947889906368703,86.49423885986386,3.257565312587068
356,-3.31793725631703,109.60507261760239,10.372465435185172
357,-14.173539143609908,118.73409761813535,5.595313263671932
358,-14.087609307964032,137.03810213034978,-6.891077744168899
359,-9.267778124866592,146.32052104531272,-15.234619319077371
360,-0.0690483879335726,161.6939220044558,-23.262809320947788
361,18.276700635463385,171.99568724070807,-19.322291473935675
362,19.689672325296524,180.47818289223974,-22.567695232636737
363,23.991178021359367,198.42647193201034,-23.108205624779394
364,22.255137644333086,211.7115321159369,-15.206524386504704
365,37.715843144680974,227.53005186637262,-3.6995011380770433
366,31.674630117346442,235.58729525834792,1.6638886780810656
367,32.55418553481935,246.66801107108262,7.7934973542870765
368,36.253177995748985,248.32331640989733,27.908348277675803
369,33.40268461314036,273.3957016645828,26.668195393746508
370,42.29058227098155,279.6691955909944,37.9923617963376
371,40.933987998821245,282.9639088196111,26.500698496792435
372,28.79606184719791,294.4304697403203,40.11735316063689
373,19.604949107771596,314.46547280290633,54.78952391172589
374,12.11721566523692,324.59734136435986,63.45384872286075
375,4.860364324813185,332.78055937792226,77.21131476877564
376,-12.454882717639721,345.7405300392934,73.09500162794062
377,-22.542280983731168,356.400833548342,67.19537072122603
378,-36.64195581205195,364.7123167402682,61.30200056585992
379,-55.33095098441825,362.96569557857833,67.64772917523335
380,-52.47372926853322,392.9898645928083,56.15584749081771
381,-67.53465719716453,402.18498945548515,48.64331430878748
382,-80.04611156688267,393.8498785195817,30.929359429077138
383,-67.14800099612215,429.87479482817355,22.883177181931334
384,-82.103920011831,414.9142099193854,3.217380028440291
385,-83.10049885245463,430.02225507439596,-2.186870951812414
386,-82.20079438745572,431.2352275375712,-17.74108274243865
387,-83.68212107802051,431.0810625218677,-41.725377886915595
388,-72.36713642117496,431.31378902498886,-38.40245418793413
389,-64.66261270328198,430.29427963254227,-50.505096048010515
390,-60.712054867456594,431.25912355119044,-66.26146421018998
391,-48.304001734273626,432.37405893507133,-79.56768249011532
392,-26.323928819727882,432.22899948527896,-70.46215132351514
393,-17.303720832555058,432.4578928537513,-79.1197309860186
394,1.7648404294080093,429.8403844118061,-104.75901208511958
395,-8.889124408711218,431.13959419247806,-66.72929117491408
396,-10.476467875505262,431.6194935697363,-58.46157378311551
397,-9.067730201185382,431.53277645395593,-53.43339669071015
398,14.591393787826732,431.0280204659348,-29.486351634239348
399,17.962645773174522,430.61289790075574,-24.41198905678521
